Record_ID,Common_Name,Scientific_Name,Habitat_Type,IUCN_Status,Location,Latitude,Longitude,Biome,Obs_Depth_m,Water_Temp_C,Observation_Year
26545,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Amazon River,-17.8734,-169.297,River,1.9,27.7,2023
26553,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Indian Ocean,34.0717,94.2308,Ocean,597.5,4.3,2000
26561,Wobbegong,Orectolobus maculatus,Marine,Least Concern,California Coast,-35.7098,-162.9387,Coast,23.4,25.8,2003
26569,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Amazon River,44.1309,-150.2311,River,0.5,20.0,2003
26577,Giant Squid,Architeuthis dux,Marine,Least Concern,Indian Ocean,-50.1066,178.8987,Deep Ocean,613.8,1.8,2004
26585,Whale Shark,Rhincodon typus,Marine,Endangered,Arctic Ocean,-7.2635,-49.2049,Ocean,1091.8,1.6,2008
26593,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,Mediterranean Sea,15.4331,49.4337,Coast,41.6,29.8,2012
26601,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Pacific Ocean,66.2525,-153.885,Ocean,464.7,3.6,2008
26609,Oarfish,Regalecus glesne,Marine,Least Concern,Atlantic Ocean,10.801,25.996,Deep Ocean,269.2,5.9,2017
26617,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,5.05,-96.0761,Swamp,3.1,18.4,2001
26625,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-60.8844,-120.2608,Sub-Antarctic,161.4,2.3,2014
26633,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Maldives,-26.8753,-85.4269,Coral Reef,5.4,26.9,2021
26641,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Great Barrier Reef,0.0112,-131.0267,Coral Reef,51.8,23.0,2000
26649,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,77.3086,163.169,Arctic,500.0,4.1,2014
26657,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Maldives,-1.3554,-143.1329,Coral Reef,63.1,27.7,2014
26665,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Arctic Ocean,-6.3446,-172.7651,Ocean,124.9,22.5,2005
26673,Killer Whale,Orcinus orca,Marine,Data Deficient,Indian Ocean,87.3004,68.1725,Ocean,237.6,5.5,2024
26681,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,77.6033,-69.0183,Arctic,1408.5,2.2,2005
26689,Giant Clam,Tridacna gigas,Marine,Vulnerable,Great Barrier Reef,7.2917,-17.4747,Coral Reef,11.8,23.7,2005
26697,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,77.1572,-168.6496,Arctic,53.6,2.7,2000
26705,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,Gulf of Mexico,-44.4299,-139.5835,Coast,13.1,26.1,2007
26713,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Pacific Ocean,-48.7664,168.9482,Deep Ocean,1182.5,5.6,2010
26721,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Indian Ocean,-46.3503,-77.5987,Deep Ocean,457.8,2.9,2012
26729,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Mississippi River,52.1402,109.3065,River,0.0,15.3,2002
26737,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Atlantic Ocean,20.7598,177.2887,Ocean,42.8,26.1,2022
26745,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Arctic Ocean,68.7851,156.1828,Ocean,404.7,2.7,2018
26753,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Indian Ocean,-83.6801,-83.9501,Ocean,463.2,2.2,2010
26761,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Great Barrier Reef,27.2227,-119.1124,Coral Reef,16.7,29.6,2004
26769,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,Baltic Sea,35.7606,-105.4145,River/Ocean,118.3,26.7,2017
26777,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Atlantic Ocean,-79.4844,122.9569,Ocean,27.3,27.2,2011
26785,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Amazon River,47.4492,-41.935,River,5.0,26.1,2020
26793,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Indian Ocean,-44.8816,-132.2562,Deep Ocean,1502.3,5.5,2017
26801,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Pacific Ocean,87.6828,-144.345,Ocean Floor,58.8,28.6,2021
26809,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Southern Ocean,23.1558,-18.9362,Ocean,645.5,5.3,2022
26817,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Yangtze River,7.5072,167.7423,River,6.4,20.9,2008
26825,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Mississippi River,46.939,-94.0333,River,0.5,22.8,2009
26833,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,15.5547,-2.0076,Salt Lake,4.4,29.8,2006
26841,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Pacific Ocean,67.9997,92.4896,Ocean,1719.0,2.2,2024
26849,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Southern Ocean,-60.2608,14.5712,Ocean,49.4,25.0,2023
26857,Wahoo,Acanthocybium solandri,Marine,Least Concern,Atlantic Ocean,57.1045,124.1149,Ocean,185.6,21.0,2009
26865,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Indian Ocean,41.5016,39.0855,Deep Ocean,1731.4,1.2,2014
26873,Seahorse,Hippocampus kuda,Marine,Vulnerable,Maldives,12.0539,-18.3842,Coral Reef,8.5,18.8,2016
26881,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Pacific Ocean,20.7138,-137.8173,Ocean,146.6,18.0,2021
26889,Ocean Sunfish,Mola mola,Marine,Vulnerable,Southern Ocean,10.0912,117.8699,Ocean,319.1,1.2,2015
26897,Swordfish,Xiphias gladius,Marine,Least Concern,Atlantic Ocean,-88.5263,68.5023,Ocean,189.3,22.6,2019
26905,Lobster,Homarus americanus,Marine,Least Concern,Arctic Ocean,-64.752,-25.1778,Ocean Floor,0.0,22.2,2017
26913,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Indian Ocean,36.3685,-139.331,Deep Ocean,909.5,4.1,2009
26921,Hagfish,Myxine glutinosa,Marine,Least Concern,Atlantic Ocean,54.3914,-64.1918,Deep Ocean,467.0,1.3,2018
26929,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Caspian Sea,35.7173,37.6975,River/Sea,110.9,14.4,2014
26937,Flying Fish,Exocoetus volitans,Marine,Least Concern,Atlantic Ocean,-43.8634,-145.8283,Ocean,52.4,29.0,2004
26945,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Maldives,11.6124,143.6516,Coral Reef,11.8,20.2,2003
26953,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Great Barrier Reef,20.3732,179.7135,Coral Reef,22.5,29.6,2015
26961,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Caribbean Sea,-7.3383,15.6657,Coral Reef,85.8,26.3,2006
26969,Blue Whale,Balaenoptera musculus,Marine,Endangered,Southern Ocean,35.3369,85.9823,Ocean,287.5,3.7,2018
26977,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Atlantic Ocean,-2.7506,-100.6452,Ocean,369.8,5.2,2006
26985,Sea Otter,Enhydra lutris,Marine,Endangered,Gulf of Mexico,9.8255,166.7783,Coast,11.3,29.2,2024
26993,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,Mediterranean Sea,-29.4061,-106.1919,Coast,17.1,21.3,2014
27001,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Amazon River,9.9317,70.9755,River,17.5,15.2,2005
27009,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Indian Ocean,44.0872,-80.8227,Deep Ocean,1518.6,3.9,2015
27017,Stonefish,Synanceia verrucosa,Marine,Least Concern,Maldives,-17.2315,78.4495,Coral Reef,28.9,29.9,2019
27025,Puffer Fish,Arothron stellatus,Marine,Least Concern,Great Barrier Reef,15.9804,9.9557,Coral Reef,14.2,19.1,2009
27033,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Indian Ocean,-3.0306,-107.5078,Ocean,1243.7,3.7,2012
27041,Dragonfish,Stomias boa,Marine,Least Concern,Atlantic Ocean,19.395,-141.2824,Deep Ocean,918.2,3.2,2018
27049,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Pacific Ocean,-26.9341,-160.7187,Deep Ocean,2958.0,5.3,2022
27057,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Atlantic Ocean,-52.3396,64.8994,Ocean,197.0,24.0,2008
27065,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Maldives,17.8414,77.0888,Coral Reef,21.7,23.9,2020
27073,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,-2.8569,45.7217,Lake/River,6.7,17.0,2010
27081,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Pacific Ocean,-40.6203,56.9769,Ocean,392.7,3.5,2021
27089,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Southern Ocean,-74.6879,32.298,Lake,4.8,13.6,2012
27097,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Amazon River,45.9318,-119.4926,River,9.4,28.8,2022
27105,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Indian Ocean,-4.7166,94.6719,Deep Ocean,652.8,2.6,2023
27113,Sailfish,Istiophorus platypterus,Marine,Least Concern,Indian Ocean,-60.0319,-146.9067,Ocean,176.7,23.4,2021
27121,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Amazon River,19.5295,-1.2754,River,1.7,16.7,2001
27129,Harbor Seal,Phoca vitulina,Marine,Least Concern,Bay of Bengal,-6.7945,76.3686,Coast,157.3,29.6,2000
27137,Cone Snail,Conus geographus,Marine,Least Concern,Maldives,-23.2768,79.5766,Coral Reef,26.4,19.8,2018
27145,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,79.6723,159.0224,Arctic,278.8,1.2,2021
27153,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Caribbean Sea,-12.9701,-13.1846,Coral Reef,29.1,29.6,2005
27161,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Pacific Ocean,-82.4698,152.4607,Ocean,57.3,28.7,2013
27169,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Southern Ocean,-60.0659,26.59,Pond,2.0,22.5,2010
27177,Manta Ray,Mobula birostris,Marine,Vulnerable,Atlantic Ocean,-39.3309,-166.0826,Ocean,246.0,1.5,2006
27185,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Arctic Ocean,-30.7524,-166.6262,Ocean,107.0,27.3,2018
27193,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Great Barrier Reef,17.1205,-42.2494,Coral Reef,27.5,25.6,2023
27201,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,67.4862,-46.3529,Arctic,689.7,5.6,2013
27209,Krill,Euphausia superba,Marine,Least Concern,Southern Ocean,37.4762,-58.7213,Ocean,408.8,3.5,2016
27217,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Pacific Ocean,24.0669,74.9607,Deep Ocean,1036.6,4.1,2003
27225,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,Baltic Sea,33.8313,-101.8413,River/Ocean,11.7,12.0,2008
27233,Common Frog,Rana temporaria,Freshwater,Least Concern,Indian Ocean,-5.3918,-68.5091,Pond,0.0,30.0,2015
27241,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,-10.0029,83.2923,Mangrove,0.0,22.9,2023
27249,Remora,Remora remora,Marine,Least Concern,Southern Ocean,-85.2889,23.1655,Ocean,159.6,21.1,2022
27257,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,18.2634,75.701,Sea Grass,1.0,18.1,2009
27265,Parrotfish,Scarus gibbus,Marine,Least Concern,Great Barrier Reef,-22.5035,27.5589,Coral Reef,7.6,20.6,2019
27273,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Caribbean Sea,-12.2799,-8.76,Coral Reef,3.4,27.4,2023
27281,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,17.6632,128.6074,Estuary,3.7,21.0,2014
27289,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Southern Ocean,-17.2497,92.7516,Coastal,0.2,20.5,2008
27297,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Indian Ocean,6.6292,115.2672,Deep Ocean,487.3,1.5,2006
27305,Dugong,Dugong dugon,Marine,Vulnerable,Gulf of Mexico,45.6099,-99.2055,Coast,18.6,29.0,2001
27313,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Pacific Ocean,36.9555,-118.8667,Deep Ocean,58.0,23.2,2011
27321,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,-18.9196,100.2179,Mangrove,0.0,14.7,2020
27329,Barracuda,Sphyraena barracuda,Marine,Least Concern,Southern Ocean,-78.8735,-20.3452,Ocean,61.9,23.2,2012
27337,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-0.5812,-89.4609,Galapagos,0.0,29.7,2003
27345,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Caribbean Sea,-17.1771,-156.4822,Coral Reef,38.2,27.9,2016
27353,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Mississippi River,-6.0238,-151.6518,River,4.2,19.8,2000
27361,Blue Marlin,Makaira nigricans,Marine,Vulnerable,Pacific Ocean,-10.837,124.9661,Ocean,676.8,4.2,2006
27369,Wobbegong,Orectolobus maculatus,Marine,Least Concern,Bay of Bengal,43.466,-65.2923,Coast,110.0,20.0,2019
27377,Electric Eel,Electrophorus electricus,Freshwater,Least Concern,Mississippi River,23.0493,-128.9711,River,0.6,14.4,2008
27385,Giant Squid,Architeuthis dux,Marine,Least Concern,Pacific Ocean,50.7294,108.1099,Deep Ocean,762.0,1.5,2005
27393,Whale Shark,Rhincodon typus,Marine,Endangered,Indian Ocean,12.5126,-23.1761,Ocean,534.3,1.1,2001
27401,Leafy Sea Dragon,Phycodurus eques,Marine,Least Concern,California Coast,-35.9696,-59.4887,Coast,23.1,28.9,2016
27409,Chambered Nautilus,Nautilus pompilius,Marine,Near Threatened,Southern Ocean,-48.4597,136.3685,Ocean,428.4,5.0,2004
27417,Oarfish,Regalecus glesne,Marine,Least Concern,Indian Ocean,-42.866,141.0861,Deep Ocean,488.5,3.3,2006
27425,Lungfish,Protopterus aethiopicus,Freshwater,Least Concern,Okavango Delta,22.7599,-13.2095,Swamp,0.2,13.6,2023
27433,Southern Elephant Seal,Mirounga leonina,Marine,Least Concern,Southern Ocean,-77.7634,-169.7603,Sub-Antarctic,561.8,4.7,2008
27441,Pistol Shrimp,Alpheus heterochaelis,Marine,Least Concern,Caribbean Sea,16.9906,-76.3034,Coral Reef,45.7,19.2,2022
27449,Ribbon Eel,Rhinomuraena quaesita,Marine,Least Concern,Maldives,18.2994,-153.566,Coral Reef,25.5,20.7,2019
27457,Sea Angel,Clione limacina,Marine,Least Concern,Arctic Ocean,79.0341,29.6894,Arctic,457.0,5.0,2016
27465,Wrasse (Napoleon),Cheilinus undulatus,Marine,Endangered,Caribbean Sea,25.3007,146.5409,Coral Reef,76.4,27.4,2010
27473,Great White Shark,Carcharodon carcharias,Marine,Vulnerable,Indian Ocean,-28.6615,41.1664,Ocean,845.4,4.7,2011
27481,Killer Whale,Orcinus orca,Marine,Data Deficient,Pacific Ocean,58.5171,-20.8828,Ocean,46.3,27.9,2015
27489,Narwhal,Monodon monoceros,Marine,Least Concern,Arctic Ocean,80.8432,173.9338,Arctic,1429.2,5.7,2012
27497,Giant Clam,Tridacna gigas,Marine,Vulnerable,Maldives,-17.5659,87.0559,Coral Reef,5.8,22.2,2018
27505,Walrus,Odobenus rosmarus,Marine,Vulnerable,Arctic Ocean,80.6297,123.8788,Arctic,58.1,0.6,2009
27513,Box Jellyfish,Chironex fleckeri,Marine,Least Concern,Mediterranean Sea,-32.4093,-108.9605,Coast,11.1,27.0,2023
27521,Frilled Shark,Chlamydoselachus anguineus,Marine,Near Threatened,Atlantic Ocean,-7.8974,123.6457,Deep Ocean,786.3,3.2,2009
27529,Barreleye Fish,Macropinna microstoma,Marine,Least Concern,Pacific Ocean,-49.4544,-109.1625,Deep Ocean,543.0,3.8,2003
27537,Hellbender,Cryptobranchus alleganiensis,Freshwater,Near Threatened,Yangtze River,42.6564,-120.0581,River,1.6,24.5,2000
27545,Spotted Eagle Ray,Aetobatus narinari,Marine,Vulnerable,Arctic Ocean,-3.6069,-65.2831,Ocean,48.3,21.0,2011
27553,Yellowfin Tuna,Thunnus albacares,Marine,Near Threatened,Indian Ocean,63.7983,134.5032,Ocean,481.9,1.3,2020
27561,Tuna (Bigeye),Thunnus obesus,Marine,Vulnerable,Pacific Ocean,-56.2413,52.5259,Ocean,376.5,3.5,2001
27569,Triggerfish (Titan),Balistoides viridescens,Marine,Least Concern,Maldives,24.3528,-118.3465,Coral Reef,28.5,20.2,2009
27577,Atlantic Salmon,Salmo salar,Freshwater/Marine,Least Concern,North Atlantic,62.0796,-70.3003,River/Ocean,154.1,23.0,2009
27585,Green Sea Turtle,Chelonia mydas,Marine,Endangered,Arctic Ocean,87.5236,-4.2821,Ocean,7.1,24.7,2012
27593,Chinese Giant Salamander,Andrias davidianus,Freshwater,Critically Endangered,Mississippi River,-26.2654,32.9226,River,3.5,27.2,2006
27601,Anglerfish,Melanocetus johnsonii,Marine,Least Concern,Pacific Ocean,59.4154,79.493,Deep Ocean,1046.6,5.9,2008
27609,Sea Cucumber,Holothuria scabra,Marine,Least Concern,Southern Ocean,89.3665,-14.2108,Ocean Floor,49.0,29.6,2007
27617,Bluefin Tuna,Thunnus thynnus,Marine,Endangered,Atlantic Ocean,-46.7773,-20.8336,Ocean,714.8,5.4,2014
27625,Arapaima,Arapaima gigas,Freshwater,Data Deficient,Amazon River,59.6839,174.54,River,7.6,23.9,2007
27633,Rainbow Trout,Oncorhynchus mykiss,Freshwater,Least Concern,Yangtze River,44.0845,15.7417,River,2.1,16.0,2004
27641,Brine Shrimp,Artemia salina,Marine/Hypersaline,Least Concern,Great Salt Lake,34.095,-40.2112,Salt Lake,1.1,21.5,2023
27649,Sperm Whale,Physeter macrocephalus,Marine,Vulnerable,Southern Ocean,-73.7214,47.1069,Ocean,1471.2,4.0,2019
27657,Loggerhead Sea Turtle,Caretta caretta,Marine,Vulnerable,Atlantic Ocean,-24.0786,-99.2386,Ocean,45.0,21.7,2004
27665,Wahoo,Acanthocybium solandri,Marine,Least Concern,Arctic Ocean,-35.8926,-147.634,Ocean,26.8,26.7,2000
27673,Fangtooth Fish,Anoplogaster cornuta,Marine,Least Concern,Pacific Ocean,16.7188,-33.0835,Deep Ocean,1681.0,2.2,2009
27681,Seahorse,Hippocampus kuda,Marine,Vulnerable,Caribbean Sea,2.7587,156.577,Coral Reef,12.6,28.3,2007
27689,Hammerhead Shark,Sphyrna lewini,Marine,Critically Endangered,Southern Ocean,57.8676,39.7849,Ocean,388.9,5.2,2009
27697,Ocean Sunfish,Mola mola,Marine,Vulnerable,Atlantic Ocean,-37.9521,61.4527,Ocean,240.2,2.2,2020
27705,Swordfish,Xiphias gladius,Marine,Least Concern,Arctic Ocean,-13.9567,142.3665,Ocean,293.3,2.1,2023
27713,Lobster,Homarus americanus,Marine,Least Concern,Indian Ocean,84.393,110.7302,Ocean Floor,598.8,5.2,2015
27721,Blobfish,Psychrolutes marcidus,Marine,Least Concern,Pacific Ocean,28.0174,-155.738,Deep Ocean,982.2,3.4,2007
27729,Hagfish,Myxine glutinosa,Marine,Least Concern,Indian Ocean,-35.8426,-13.0503,Deep Ocean,103.6,21.9,2024
27737,Beluga Sturgeon,Huso huso,Freshwater/Marine,Critically Endangered,Black Sea,37.2014,29.6825,River/Sea,72.1,22.8,2010
27745,Flying Fish,Exocoetus volitans,Marine,Least Concern,Arctic Ocean,-26.7049,99.6296,Ocean,71.9,24.8,2016
27753,Mandarin Dragonet,Synchiropus splendidus,Marine,Least Concern,Caribbean Sea,18.2647,-47.1762,Coral Reef,6.7,24.0,2017
27761,Clown Triggerfish,Balistoides conspicillum,Marine,Least Concern,Maldives,25.5452,17.6717,Coral Reef,3.0,20.7,2016
27769,Grouper (Giant),Epinephelus lanceolatus,Marine,Vulnerable,Great Barrier Reef,16.1362,-145.0275,Coral Reef,65.3,27.7,2020
27777,Blue Whale,Balaenoptera musculus,Marine,Endangered,Atlantic Ocean,58.4908,-102.2343,Ocean,188.5,28.4,2001
27785,Bottlenose Dolphin,Tursiops truncatus,Marine,Least Concern,Arctic Ocean,-16.9623,-111.0015,Ocean,122.2,29.0,2022
27793,Sea Otter,Enhydra lutris,Marine,Endangered,Mediterranean Sea,-3.7282,-92.0223,Coast,30.1,19.4,2015
27801,Horseshoe Crab,Limulus polyphemus,Marine,Vulnerable,California Coast,-18.7835,-127.0798,Coast,14.3,19.3,2000
27809,Amazon River Dolphin,Inia geoffrensis,Freshwater,Endangered,Mississippi River,32.4784,-21.2467,River,11.0,20.6,2006
27817,Dumbo Octopus,Grimpoteuthis boylei,Marine,Least Concern,Pacific Ocean,28.3741,168.8871,Deep Ocean,2890.4,2.5,2023
27825,Stonefish,Synanceia verrucosa,Marine,Least Concern,Caribbean Sea,13.9762,154.0994,Coral Reef,4.7,22.6,2006
27833,Puffer Fish,Arothron stellatus,Marine,Least Concern,Maldives,12.6694,167.3577,Coral Reef,27.3,29.2,2011
27841,Leatherback Sea Turtle,Dermochelys coriacea,Marine,Vulnerable,Pacific Ocean,23.1681,-82.4738,Ocean,703.0,2.1,2019
27849,Dragonfish,Stomias boa,Marine,Least Concern,Indian Ocean,-6.8671,-117.5611,Deep Ocean,961.6,2.4,2012
27857,Pacific Viperfish,Chauliodus macouni,Marine,Least Concern,Atlantic Ocean,3.5578,-139.7806,Deep Ocean,2210.2,6.0,2000
27865,Albacore Tuna,Thunnus alalunga,Marine,Near Threatened,Arctic Ocean,-76.5436,-72.0925,Ocean,425.5,5.4,2008
27873,Surgeonfish (Blue Tang),Acanthurus coeruleus,Marine,Least Concern,Caribbean Sea,27.5532,-28.0668,Coral Reef,20.6,18.8,2009
27881,Nile Tilapia,Oreochromis niloticus,Freshwater,Least Concern,Lake Victoria,-2.8728,33.0313,Lake/River,3.9,27.8,2015
27889,Giant Pacific Octopus,Enteroctopus dofleini,Marine,Least Concern,Southern Ocean,-57.9296,-11.2312,Ocean,316.5,3.0,2003
27897,Axolotl,Ambystoma mexicanum,Freshwater,Critically Endangered,Atlantic Ocean,35.0003,-50.2829,Lake,3.0,26.0,2003
27905,Piranha,Pygocentrus nattereri,Freshwater,Least Concern,Mississippi River,-6.2626,-90.5491,River,9.7,24.0,2010
27913,Vampire Squid,Vampyroteuthis infernalis,Marine,Least Concern,Pacific Ocean,-30.99,19.5487,Deep Ocean,759.8,3.9,2010
27921,Sailfish,Istiophorus platypterus,Marine,Least Concern,Pacific Ocean,-12.7296,-8.0983,Ocean,194.8,28.4,2014
27929,Alligator Gar,Atractosteus spatula,Freshwater,Least Concern,Mississippi River,54.144,-156.5401,River,3.0,12.7,2011
27937,Harbor Seal,Phoca vitulina,Marine,Least Concern,North Sea,46.9561,-89.4092,Coast,232.6,5.5,2000
27945,Cone Snail,Conus geographus,Marine,Least Concern,Caribbean Sea,7.0927,-73.4697,Coral Reef,35.5,22.0,2002
27953,Bowhead Whale,Balaena mysticetus,Marine,Least Concern,Arctic Ocean,78.39,149.3192,Arctic,229.2,3.9,2016
27961,Fire Coral,Millepora alcicornis,Marine,Near Threatened,Great Barrier Reef,21.2267,98.3979,Coral Reef,8.3,24.0,2015
27969,Mahi-Mahi,Coryphaena hippurus,Marine,Least Concern,Southern Ocean,18.1205,-159.4409,Ocean,127.7,22.9,2008
27977,African Clawed Frog,Xenopus laevis,Freshwater,Least Concern,Atlantic Ocean,-30.1189,-162.4104,Pond,0.7,26.9,2007
27985,Manta Ray,Mobula birostris,Marine,Vulnerable,Arctic Ocean,34.4383,25.6172,Ocean,881.1,1.2,2022
27993,Humpback Whale,Megaptera novaeangliae,Marine,Least Concern,Indian Ocean,11.8608,70.4337,Ocean,44.3,28.1,2023
28001,Mantis Shrimp,Odontodactylus scyllarus,Marine,Least Concern,Maldives,3.6784,152.8337,Coral Reef,10.1,25.3,2000
28009,Beluga Whale,Delphinapterus leucas,Marine,Least Concern,Arctic Ocean,73.005,44.2895,Arctic,0.0,0.6,2003
28017,Krill,Euphausia superba,Marine,Least Concern,Atlantic Ocean,-63.9306,142.106,Ocean,15.1,27.1,2018
28025,Goblin Shark,Mitsukurina owstoni,Marine,Least Concern,Atlantic Ocean,20.9389,-135.4702,Deep Ocean,584.3,5.7,2022
28033,Lamprey,Petromyzon marinus,Freshwater/Marine,Least Concern,North Atlantic,44.8891,164.6176,River/Ocean,11.2,25.8,2001
28041,Common Frog,Rana temporaria,Freshwater,Least Concern,Pacific Ocean,-6.1863,26.3728,Pond,1.9,29.3,2019
28049,Mudskipper,Periophthalmus barbarus,Brackish,Least Concern,Sundarbans,-14.4892,99.3094,Mangrove,1.0,18.3,2001
28057,Remora,Remora remora,Marine,Least Concern,Atlantic Ocean,49.5623,61.1317,Ocean,165.8,21.7,2006
28065,Seahorse (Lined),Hippocampus erectus,Marine,Vulnerable,Florida Bay,7.2753,7.1689,Sea Grass,1.5,28.0,2003
28073,Parrotfish,Scarus gibbus,Marine,Least Concern,Maldives,-7.6895,-51.1521,Coral Reef,22.2,18.5,2008
28081,Clownfish,Amphiprion ocellaris,Marine,Least Concern,Great Barrier Reef,24.6299,36.8951,Coral Reef,9.0,23.7,2014
28089,Saltwater Crocodile,Crocodylus porosus,Brackish/Marine,Least Concern,Ganges Delta,13.559,126.2891,Estuary,2.0,20.2,2022
28097,Manatee,Trichechus manatus,Freshwater/Marine,Vulnerable,Atlantic Ocean,22.558,79.1765,Coastal,4.3,19.2,2004
28105,Coelacanth,Latimeria chalumnae,Marine,Critically Endangered,Pacific Ocean,-52.8472,-37.9934,Deep Ocean,302.7,1.5,2009
28113,Dugong,Dugong dugon,Marine,Vulnerable,Mediterranean Sea,48.1009,44.0521,Coast,0.0,24.7,2013
28121,Japanese Spider Crab,Macrocheira kaempferi,Marine,Not Evaluated,Atlantic Ocean,34.4313,109.0076,Deep Ocean,201.8,5.4,2011
28129,Archerfish,Toxotes jaculatrix,Brackish/Freshwater,Least Concern,Sundarbans,-25.6968,81.1114,Mangrove,0.8,15.9,2003
28137,Barracuda,Sphyraena barracuda,Marine,Least Concern,Atlantic Ocean,89.9594,-33.0662,Ocean,25.4,20.8,2014
28145,Marine Iguana,Amblyrhynchus cristatus,Marine,Vulnerable,Galápagos Islands,-0.7883,-90.2271,Galapagos,17.8,25.5,2008
28153,Giant Moray Eel,Gymnothorax javanicus,Marine,Least Concern,Great Barrier Reef,-29.0158,5.6861,Coral Reef,32.0,28.8,2002
28161,Nile Crocodile,Crocodylus niloticus,Freshwater,Least Concern,Yangtze River,46.4254,-28.0721,River,2.0,22.7,2001
